merchant_id,date,product,weekly_total_price,weekly_total_discount_price,weekly_total_discounts,merchant_name,merchant_area,category,display,description,total_orders,total_revenue,average_discount,most_ordered_item,least_ordered_item
M284,2024-07-21,"Cheese Cake Potong, Pisang Cup, Wijen, Kacang Merah, Lumpang, Tape Pulut, Bolu Gulung Keju, Nenas, Oval Keju, Blueberry Keju, Pisang Coklat, Tausa Pandan, Rujak Serut, Lapis Legit, Manisan, Cake Buah, Black Forest, Melon Kosong, Nenas, Donut Ring, Blueberry, Blueberry Keju, Melon Nenas, Coffee Butter, Srikaya Kelapa, Roti Durian, Coklat Cheese, Polos Mocca, Abon Goreng Sapi, Keju Gandeng, Lemper Ayam Isi 3, Brownies Kukus Kecil, Bolu Gulung, Donut Coklat, Polos Mocca, Pizza Bunga, Cheese Cake Potong, Pisang Cup, Kacang Merah, Mocca Gdg, Lemper Ayam Isi 3, Bolu Gulung, Cheese Cake, Roti Bolu, Oval Keju, Melon Keju, Pisang Coklat, Tiga Rasa, Polos Coklat, Sosis Jagung",798000.0,0.0,0,Hot Buns Bakery,medan,Roti,Cake,Perkotak,50,798000.0,0.0,Cheese Cake Potong,Donut Coklat
M284,2024-07-28,"Coklat Fudge, Mocca Gdg, Choco Chips, Kue Dadar Isi 3, Wajik Isi 4, Ongol Ongol, Cake Buah, Black Forest, Cheese Cake, Cake Mousse, Donut Kepang, Oval Coklat, Melon Coklat, Pizza Special, Donut Sosis, Manis, Coklat Gandeng, Lumpang, Apem Coklat Isi 5, Risol Ayam Isi 5, Brownies Sunkist, Keju Manis, Oval Coklat, Srikaya, Cokelat Mocca, Hotdog, American Sosis Sapi, Susu Kedelai, Rujak Aceh, Apem Ungu Isi 5, Brownies Sunkist, Kelapa, Roti Bolu, Donut Ring, Bolen, Melon Blueberry, Srikaya Bolu, Abon Ayam, Wijen, Choco Chips, Kelepon, Timpan Isi 4, Apem Ungu Isi 5, Tape Pulut, Kelapa, Mocca, Melon Blueberry, Donut Keju, Melon Coklat, Polos Talas, American Sosis Ayam, Pizza Bunga, Manis, Timpan Isi 4, Lapis Legit, Keju, Donut Keju, Donut Meses, Melon Nenas, Kacang Merah, Cokelat Keju, Mocca Meses, Keju Meses, Coklat Rice, Abon Sapi, Susu Kedelai, Moci Cake, Cake Mousse, Coklat, Raisin, Donut Siram Cokelat, Cokelat Keju, Pizza Special, Srikaya Bolu, Lemper Ayam, Brownies Potong, Kelepon, Moci Cake, Apem Coklat Isi 5, Cake Pisang Potong, Keju Manis, Skippy, Donut Strawberry, Melon Keju, Srikaya, Mexico Coklat, Polo Mentega, Srikaya Kelapa, Coklat Cheese, Lemper Ayam, Pizza Petak, Hotdog, Sosis Jagung, Abon Goreng Sapi, Kue Dadar Isi 3, Kue Sus Isi 5, Ongol Ongol, Cake Pisang Potong, Skippy, Mocca Meses, Polo Mentega, Abon Sapi, Coklat Muffin, Manisan, Risol Ayam Isi 5, Bolu Gulung Dadu, Cake Pisang, Lapis Surabaya, Coklat, Mocca, Raisin, Donut Blueberry, Donut Risol, Coffee Butter, Roti Durian, Pisang Keju, American Sosis Sapi, Brownies Potong, Kismis, Keju Gandeng, Brownies Kukus Kecil, Brownies Kukus Besar, Bolu Gulung Dadu, Bolu Gulung Keju, Cake Pisang, Keju, Donut Strawberry, Donut Coklat, Donut Risol, Donut Meses, Keju Meses, Pisang Keju, Pizza Petak, Abon Goreng Ayam, Abon Ayam, Abon Sosis Ayam, Kismis, Coklat Gandeng, Rujak Serut, Kue Sus Isi 5, Brownies Kukus Besar, Melon Kosong, Blueberry, Donut Siram Cokelat, Kacang Hitam, Cokelat Mocca, Tiga Rasa, Polos Talas, Polos Coklat, American Sosis Ayam, Abon Goreng Ayam, Abon Sosis Ayam, Coklat Fudge, Coklat Muffin, Wajik Isi 4, Rujak Aceh, Lapis Surabaya, Donut Kepang, Bolen, Donut Blueberry, Kacang Hitam, Kacang Merah, Mexico Coklat, Coklat Rice, Donut Sosis, Tausa Pandan",2196000.0,0.0,0,Hot Buns Bakery,medan,Roti,Cake,Perkotak,166,2196000.0,0.0,Coklat Fudge,Brownies Kukus Kecil
M285,2024-07-21,"Teh Hijau Dingin, Taro Latte Dingin, Red Velvet Latte Dingin, Kopi Pancung Dingin, Kopi Bungkus, Sanger Espresso Caramel Panas, Cappucino Panas, Cappucino Hazulnut Panas, Mochalatte Panas, Mochalatte Dingin, Mie Aceh Udang,Daging, Mie Aceh Udang, Kepiting, Telur Mata Sapi, Jus Jeruk, Jus Alpukat, Ice Kopi Pokat, Long Black Panas, Americano Panas, Cappucino Vanilla Panas, Cappucino Caramel Dingin, Mie Aceh Cumi, Nasi Goreng Biasa, Nasi Goreng Special Telur, KFC, Mie Aceh Udang Cumi, Lychee",554000.0,0.0,0,HRD COFFEE SHOP,medan,Kopi/Seafood/Minuman,Teh,,26,554000.0,0.0,Teh Hijau Dingin,Teh Hijau Dingin
M285,2024-07-28,"Teh Hijau Panas, Teh Hijau Susu Dingin, Thai Tea Dingin, Red Velvet Latte Panas, Jus Mangga, Sanger Milo Dingin, Ice Kopi Taro, Sanger Espresso Hazelnut Dingin, Cafe Latte Vanilla Dingin, Cappucino Dingin, Choco Caramel Dingin, Mie Aceh Special HRD, Indomie Udang, Telur, Indomie Special Daging, Telur, Tumis Kepiting, Mie Tiaw, Lemon, Teh Dingin, Teh Susu Telur (TST), TST (Dingin), Klepon Latten, Klepon Latten Dingin, Long Black Dingin, Sanger Espresso Panas, Sanger Espresso Dingin, Sanger Espresso Caramel Dingin, Sanger Espresso Vanilla Panas, Sanger HRD Banana, Flat White, Flat White Dingin, Mocca Latte Dingin, Cappucino Hazelnut Dingin, Choco Caramel Panas, Mie Aceh Biasa, Mie Aceh 2 Kepiting, Indomie Telur, Indomie Udang, Melon, Teh Panas, Lemon Tea Dingin, Lychee Tea Dingin, Thai Tea Panas, Greentea Latte Panas, Jus Kurma, Sanger, Sanger Dingin, Caramel Macchiato, Frappe Taro Float, Espresso Dingin, Sanger Espresso Hazelnut Panas, Cafe Latte Dingin, Mie Aceh Telur, Mie Aceh Udang, Strawberry, Jus Naga, Jus Semangka, Kopi Pancung Panas, Ice Kopi Red Velvet, Ice Kopi Coklat, Chocolate Kaw Kaw, Lemon Madu Special, Sanger Kurma HRD, Cafe Latte Hazelnut Dingin, Mie Aceh Kepiting, Indomie Special Daging, Nasi Goreng Special, Martabak Telur, Ifumie, Telur Dadar, Teh Hijau Susu Panas, Lychee Tea Panas, Greentea Latte Dingin, Sanger Milo Panas, Thea Tea Banana, Ice Kopi Gula Aren, Freppe Red Velvet Float, Cafe Latte Caramel Dingin, Cafe Latte Vanilla Panas, Cafe Latte Hazelnut Panas, Mocca Latte Panas, Cappucino Caramel Panas, Chocolatte Panas, Mie Aceh Special Daging, Indomie Daging, Telur, Roti Cane Susu, Roti Cane Gula, Nasi Putih, Kiwi, Lemon Tea Panas, Poding Telur, Taro Latte Panas, Jus Timun, Jus Wortel, Frappe Klepon Float, Espresso Panas, Sanger Espresso Vanilla Dingin, Americano Dingin, Cafe Latte Panas, Cafe Latte Caramel Panas, Cappucino Vanilla Dingin, Chocolatte Dingin, Mie Aceh Daging,telur, Mie Aceh Udang, Cumi, Daging, Nasi Goreng KFC, Roti Cene Kare",2272500.0,0.0,0,HRD COFFEE SHOP,medan,Kopi/Seafood/Minuman,Teh,Bisa Request Pakai Daging Atau Tidak Karna Harga Tetap Sama,105,2272500.0,0.0,Teh Hijau Panas,Teh Hijau Panas
M286,2024-07-21,"Nasi Pedia 3, Nasi Goreng Chicken Katsu, Beef Quesadilla, Spaghetti Sour Sausage, Milo Milshake, Indomie Goreng + Telur, Double Cheese Burger + French Fries, Battered Dori W/ Spaghetti Aglio Olio, Fish N Chips Creamy Sc, Ikan Goreng Crispy Sambal Matah, Honey Earl Grey Macchiato, Brown Sugar Boba Milk, Salted Caramel Boba Milk, Jus Melon, Jus Semangka, Jus Avocado, Nasi Goreng + Bakso + Telur, Vanilla Milkshake, Roti Bakar Nutella, Ayam Geprek + Nasi, Spicy Chicken Wings, Strawberry Tea Macchiato, Ayam Djontor + Ice Tea, Nasi Pedia 1 + Ice Tea, Jus Jeruk, Jus Mango",836000.0,0.0,0,Hungrypedia Mustika,medan,Minuman/Barat/Aneka nasi,Menu Hungrypedia Mustika,Nasi Putih + Chicken Teriyaki + Coslow Salad,26,836000.0,0.0,Nasi Pedia 3,Nasi Pedia 3
M286,2024-07-28,"Nasi Pedia 2, Fettucine Carbonara, Penne Arrabbiata, Chocolate Milkshake, Orange Mojitos, Onion Rings, Roti Bakar Kacang, Roti Bakar Silverqueen, Ayam Djontor, Ayam Geprek Keju + Nasi, Ayam Geprek Mozzarela, Chicken Thai + Nasi, BBQ Chicken Wings, Spaghetti Bolognaise, Cappucino Milkshake, Strawberry Mojitos, Original Burger + Onion Rings, Cheese Burger + French Fries, Cheese Lover + Nasi, Fish N Chips Cheese Sc, Jus Martabe, Nasi Goreng + Sosis + Keju, Cheese Quesadilla, Fettucine Parmigiana, Ovaltine Milkshake, Ocean Blue, Sosis Bakar + French Fries, Roti Bakar Coklat, Double Original Burger + Onion Rings, Menu Paketan Sambal Djontor, Brown Sugar Boba Milk Tea, Lychee Tea Macchiato, Jus Guava, Crispy Beef Steak, Melon Mojitos, French Fries, Roti Bakar Strawberry, Indomie Goreng Biasa, Fish N Chips Marinara Sc, Ayam Geprek + Ice Tea, Chicken Cordon Bleu, Chicken Quesadilla, Penne Bolognaise, Bubblegum Milkshake, Lychee Mojitos, Sosis Bakar + Onion Rings, Indomie Goreng Special, Battered Dori W/ Fettucine Alfredo, Jus Terong Belanda, Jus Kuini, Hotplate Rice, Nasi Pedia 1, Crispy Chicken Steak, Roti Bakar Keju, Roti Bakar Kitkat Green Tea, Roti Bakar Tobleron, Menu Paketan Sambal Matah, Ikan Goreng Crispy Sambal Djontor, Nasi Goreng Telur + Bakso + Ice Tea",1832000.0,0.0,0,Hungrypedia Mustika,medan,Minuman/Barat/Aneka nasi,Menu Hungrypedia Mustika,Nasi Putih + chicken Thai + Coslow Salad,59,1832000.0,0.0,Nasi Pedia 2,Nasi Pedia 2
M287,2024-07-21,"Brown Sugar Latte H, Caramel H, Caramel Frappe, Chocolate H, Hazelnut C, Hazelnut H, Juice Marquisa, Peach Tea Cold, Red Velvet C, Spaghetti Bolognese, Sanger H, Coffe Latte C, Dolce Latte C, Lemon Tea H, Milk Jelly, Strawberry Smoothies, Taro C, Lemon Tea C, Chocolate Toast, Spaghetti Carbonara, Chiken Wing",588800.0,0.0,0,i CLAZ,medan,Minuman/Aneka nasi/Roti,Minuman,Menggunakan Biji Kopi Full Arabica Kualitas Ekspor + Susu Fresh Milk Bukan Full cream/UHT Merek Greenfields,21,588800.0,0.0,Brown Sugar Latte H,Brown Sugar Latte H
M287,2024-07-28,"Caramel C, Caramel Macchiato H, Choco Frappe, Chocolate C, Juice Mangga I Claz, Juice Sawi Nenas, Juice Terong Belanda, Ketan Hitam Cold, Matcha H, Pisang Ijo, Red Velvet Frappe, Strawberry Milk, Strawberry Tea, Authentic Fried Rice, Spring Roll Banana, Mie Goreng Indonesia, 1 Rice Bowl Bbq +1 Peach Tea (C), Coffe Boba, Coffee Regal, Juice Kiet Na, Kelepon Original Cold, Sanger C, Taro Frappe, Indomie Goreng, Mie Kwetiau Goreng/Kuah, Vegetable Fried Rice, Spaghetti Aglio Olio, Rice Bowl Creamy Mushroom, Topping Grass Jelly, Brown Sugar Latte C, Caramel Macchiato C, Juice Sirsak Nenas, Kelepon Cold, Manggo Smoothies, Taro H, Thai Milk Tea H, Vanila C, Vanila H, Peanut French Toast, Seafood Fried Rice, Rice Bowl Geprek, Topping Regal, 1 Rice Bowl Creamy Mushroom + 1 Peach Tea, 1 Rice Bowl Sambal Serei + 1 Peach Tea (C), Americano C, Americano H, Cookies And Cream, Espresso, Honey Lemon Tea C, Juice Martabe, Red Velvet H, Thai Milk Tea C, Vanila Milk, Bubur Ikan, Bubur Udang, Club Sandwich, Indomie Kuah, Mix Platter, Nugget, Sausage, Rice Bowl BBQ, Topping Boba, 1 Rice Bowl Geprek + 1 Peach Tea (C), Caramel Machiato H, Cappucino C, Caramel Milk, Coffe Latte H, Juice Alpokat, Juice Jeruk/wortel, Juice Timun Parut, Kasturi Somboy, Ketan Hitam Original Cold, Lychee Tea Cold, Matcha C, Bubur Ayam, French Fries, Samosa, Shin Ramyun, Ubi Goreng With Salted Egg, Rice Bowl Teriyaki, 1 Rice Bowl Teriyaki + 1 Peach Tea (C), Cappucino H, Dolce Latte H, Hazelnut Milk, Honey Lemon Tea H, Lime Leci, Matcha Frappe, Piccolo H, Capcay Seafood, French Toast, Ifumie Goreng/Kuah Seafood, Srikaya Toast, Rice Bowl Sambal Serei, Topping Oreo",2704600.0,0.0,0,i CLAZ,medan,Minuman/Aneka nasi/Roti,Minuman,Menggunakan Biji Kopi Full Arabica Kualitas Ekspor + Susu Fresh Milk Bukan Full cream/UHT Merek Greenfields,94,2704600.0,0.0,Caramel C,Caramel C
M288,2024-07-21,"Americano Ice, Darkchoco Hazelnut, Milkshake Pandan, Rice Egg, Rice Sausage, Americano Hot, Kopi Latte Ice, Redvelvet",201000.0,0.0,0,IO.INOUT,medan,Minuman/Aneka nasi/Jajanan,Coffee,Nasi + Telur + Sambal + Teri dan Kacang,8,201000.0,0.0,Americano Ice,Americano Ice
M288,2024-07-28,"Sanger Premium Hot, Kopi Latte Hot, Milkshake Hazelnut, Kopi Susu Coklat, Darkchoco Original, Darkchoco Caramel, Milkshake Caramel, Matcha, Taro, Nugget Ayam, Otak-otak Ikan, Lemonade Coffee, Kopi Susu Vanilla, Lychee Tea, Lemon Tea, Rice Otak-otak, Sosis Sapi, InOut Coffee, Kopi Susu Hazelnut, Sanger Premium Ice, Milkshake Vanilla, Rice Nugget, Kentang Goreng, Kopi Susu Caramel, Kopi Susu Pandan, Darkchoco Vanilla, Rice Chicken",700000.0,0.0,0,IO.INOUT,medan,Minuman/Aneka nasi/Jajanan,Coffee,Kopi Espresso + Susu Kental Manis,27,700000.0,0.0,Sanger Premium Hot,Sanger Premium Hot
M289,2024-07-21,"Telur, Keju Slices, Mozzarella, Burger Daging Ayam, Mie Gaul, Kebab  Ayam Kecil",75000.0,12000.0,1,Istanbul Kebab,medan,Jajanan/Roti/Sweets,Topping Kebab,Daging Ayam+telor+keju Cair+bumbu Khas Turki,6,63000.0,0.16,Telur,Telur
M289,2024-07-28,"Keju Cair, Burger Daging Sapi Special, Kentang Goreng, Kebab Sapi Besar, Burger Daging Ayam Special, Golda Coffe, Kebab Sapi Kecil, Burger Daging Sapi, Kebab  Sapi Sedang, Kebab Ayam Sedang, Sosis, Kebab  Ayam Besar, Tehbotol",250000.0,89600.0,4,Istanbul Kebab,medan,Jajanan/Roti/Sweets,Topping Kebab,Daging Sapi+telor+keju Slice+keju Cair+bumbu Khas Turki,13,160400.0,0.3584,Keju Cair,Keju Cair
M290,2024-07-21,"TOLAK ANGlN, SEHAT WANlTA KompIit, Pria Perkasa, Serat Manggis, BUAH MERAH KapsuI, GALI GALI HITAM KapsuI, HAJAR JAHANNAM, URAT KUDA 5X, KOPI JOSS, Super Magic, GALI GALI Mer4h KapsuI, LANDAQ kapsuI, Telur Bebek, Raket Wangi, Sakit Pinggang Komplit, Gemuk Sehat, Gali Gali Merah, BENPASTI, PUSAKA DAYAK, URAT KUDA 10X",271000.0,0.0,0,JAMU RAHMAN,medan,Minuman,Jamu Kesehatan Pria Dan Wanita,Meredakan Ma5uk Angin,20,271000.0,0.0,TOLAK ANGlN,TOLAK ANGlN
M290,2024-07-28,"MAJAKANl RAPET WANGl, Rumput Patimah, SEHAT PRlA KompIit, T0lak Angin Komplit, URAT KUDA 10X KapsuI, GALI-GALI Kuning New KapsuI, URAT MADU, Pill Cialis, BLACK ANT KING, Galian Delima Putih, Lingkang, PEGAL LlNU Komplit, Kukubima TL, KukuBima Gingseng, Buah Merah, Tujuh Angin, KBM, CREAM STUD, Liong, LANDAQ, PUSAKA DAYAK kapsuI, Puding Telur Bebek + Madu, MANJAKANl, Bandung Jakarta, Beruang KapsuI, BRASTOMOLO, PEGAL IiNU, Anik, Cap Kates/Pepaya, Cap Nanas Merah, Sam5u Getah, GALI GALI HITAM, HAJAR JAHANNAM kapsuI, Super jantan, Jamu Bersalin, Sehat Wanlta, Sam5u 0il, BMSW, CREAM PLAYBOY, LANDOEK, URAT KUDA kapsuI, Cap Wayang/Cleng Marem, Resikda, MONTALlN, Gali Gali Kuning New, RAJA MESIR, Semut Hitam Afrika kapsuI, LAND0EK KapsuI, BigPENlS Pill, BigPENlS KapsuI, LIONG KapsuI",802000.0,0.0,0,JAMU RAHMAN,medan,Minuman,Jamu Kesehatan Pria Dan Wanita,Mengurangi Lendir Pada Daerah Kewanitann,51,802000.0,0.0,MAJAKANl RAPET WANGl,MAJAKANl RAPET WANGl
M291,2024-07-21,"Kopi Susu Sederhana, Swiss Ovaltine, Silver Queen Choco Mix, Huzzlenut Choco Mix, Matcha Flavor, Matcha Mix Yakult, Avocado Original, Chocomaltine, Oreo, Roti Vanila, Manggo Blueocean Mix, Manggo Mix Yakult, Abon Gulung, Mexico Chocolate, Nasi Sayur Polos, Nasi Sayur + Ayam Goreng Pop",240000.0,0.0,0,"Jelly Potter, Sikambing",medan,Minuman/Kopi/Aneka nasi,Coffee Series,,16,240000.0,0.0,Kopi Susu Sederhana,Kopi Susu Sederhana
M291,2024-07-28,"Milo Choco Mix, Belgian Choco Mix, Matcha Melon Mix, Melon Blueocean Mix, Jeruk Mix Yakult, Abon Ayam, Polo Coklat, Tawar Coklat, Nasi Gurih + Mata Sapi, Lontong Sayur Polos, Lontong Sayur + Telur Dadar, Nanas Squash, Kopi Susu Gula Aren, Espresso Coffee, Coklat Gula Aren, Taro Flavor, Orange Blueocean Mix, Sirsak Blueocean Mix, Grape Blueocean Mix, Matcha Mix Lemon, Pisang Coklat Keju, Roti Nenas, Durian, Roti Srikaya, Butter Sugar, Nasi Gurih + Ayam Goreng Pop, Lontong Sayur + Perkedel, Vietname Coffee, Mocca Special Mix, Delfi Almond Choco, Chocolate Cottage, Lemon Blueocean Mix, Cookies And Cream, Ceres Keju, Blueberry, Red Bean, Paha Ayam, 3 Rasa, Tawar Kupas Kulit, Tawar Kulit, Pandan Bean, Nasi Sayur + Mata Sapi, Lontong Sayur + Mata Sapi, Grape Squash, Manggo Squash, Cocopandan Squash, Strawberry Squash, Melon Squash, Sirsak Squash, Nescafe Chococino, Cadbury Choco Mix, Nanas Blueocean Mix, Lychee Blueocean Mix, Anggur Mix Yakult, Anggur Mix Lemon, Nanas Mix Lemon, Avocado Choco Larva, BROWN SUGAR JELLYPOTTER, Sosis Twist, Keju, Bagelan, Triple Chocolate, Nasi Gurih + Telur Dadar, Nasi Sayur + Telur Dadar, Lontong Sayur + Telur Bulat, Lychee Squash, Black Coklat Oreo, Kitkat Choco Mix, Matcha Gula Aren, Red Velvet Flavor, Vanilla Blue, Strawberry Blueocean Mix, Lemon Mix Yakult, Strawberry Mix Yakult, Mangga Mix Lemon, Jeruk Mix Lemon, Mexico Coffee, Ceres, Bamboo Cheese, Selai Srikaya, Nasi Gurih + Telur Bulat, Lontong Sayur + Ayam Goreng Pop, Orange Squash, Lemon Squash, Coffee Malaca, Coklat Special Jelly Potter, Magnum Special Almond, Toblerone Choco Mix, Nutella Choco Mix, Nanas Mix Yakult, Strawberry Mix Lemon, Avocado Coffee Delight, Roti Coklat, Roti Kelapa, Nasi Gurih Polos, Nasi Gurih + Perkedel, Nasi Sayur + Telur Bulat, Nasi Sayur + Perkedel",1515000.0,0.0,0,"Jelly Potter, Sikambing",medan,Minuman/Kopi/Aneka nasi,Chocolate Series,Nasi + Sambal Mata Sapi,98,1515000.0,0.0,Milo Choco Mix,Milo Choco Mix
M292,2024-07-21,"Bakso Petruk, Nasi Goreng Sewu Roso Special Seafood, Mie Tiaw Special, Ayam Ras Bakar, Udang Galah Goreng/Bakar B (ons), Asam Manis Gurami (ons), Tauco Pare (ons), Ikan Kerapu Bakar/Goreng (ons), Ikan Aji Aji Bakar/Goreng (ons), Sayur Asam, Bebek Goreng/Bakar (Paha), Cumi Cumi Goreng Tepung, Juice Apel, Juice Tape, Juice Nenas, Mie Ayam Jamur, Sop Ayam Ras, Mie Goreng Special, Mie Tiaw Biasa, Nasi Diabetasol, Ayam Kampung Penyet Madiun, Sambel Belut, Sambel Ati, Spesial Gulai Asam Bawal (ons), Sop Jamur, Tauco Cumi Cumi, Juice Tomat, Juice Wortel",544000.0,0.0,0,Joglo Sewu Roso,medan,Bakso & soto/Ayam & bebek/Aneka nasi,Menu Spesial Bakso,,28,544000.0,0.0,Bakso Petruk,Bakso Petruk
M292,2024-07-28,"Sop Bebek Paha, Mie Goreng Biasa, Mie Kuah Biasa, Nasi Organik, Nasi Non Kolesterol, Ayam Ras Goreng, Burung Dara/Merpati A, Udang Galah Goreng/Tepung B (ons), Udang Kelong Goreng/Bakar B (ons), Ikan Bawal Hitam Asli Laut (ons), Spesial Gulai Asam Patin (ons), Ikan Kakap Bakar/Goreng (ons), Ikan Sembilang Bakar/Goreng (ons), Tumis Jamur, Lalapan, Asam Manis Ayam, Tauco Udang, Belut Goreng Tepung, Juice Merayu, Juice Semangka, Nasi Goreng Biasa, Mie Hun Goreng Biasa, Ayam Ras Penyet Madiun, Udang Galah Goreng/Tepung A (ons), Udang Kelong Goreng/Bakar A (ons), Udang Kelong Goreng/Tepung A (ons), Spesial Ikan Jurung Sungai (ons), Asam Manis Bawal (ons), Ikan Patin Bakar/Goreng (ons), Pecel, Tumis Kangkung Belerang, Terong Bakar, Juice Terong Belanda, Juice Kuini, Mie Sop Ayam, Soto Madura, Mie Hun Goreng Special, Nasi Putih, Udang Galah Goreng/Bakar A (ons), Spesial Gulai Asam Kakap (ons), Spesial Gulai Asam Gurami (ons), Asam Manis Kakap (ons), Ikan Gembung Bakar/Goreng (Ekor), Bebek Goreng/Bakar (Dada), Kentang Goreng Tepung, Juice Merajuk, Juice Merana, Juice Jambu Klutuk Merah, Juice Jeruk, Juice Terong Belanda + Susu, Juice Timun, Juice Belimbing, Bakso Bagong, Sop Daging, Ayam Kampung Bakar, Burung Dara/Merpati B, Sate Ayam, Ikan Senangin Bakar/Goreng (ons), Ikan Pare Bakar/Goreng (Potong), Tauco Genjer, Capcay, Juice Marquisa, Juice Kedondong, Juice Melon, Bakso Semar Mendem, Sop Ayam Kampung, Mie Kuah Special, Ayam Kampung Goreng, Sate Kambing, Sambel Teri, Ikan Baung Asli Sungai (ons), Spesial Gulai Asam Nila/Ikan Mas (ons), Tauco Bawal (ons), Tauco Gurami (ons), Tauco Lele (ons), Ikan Gurami Terbang (ons), Pete Bakar/Goreng, Tauco Belut, Terong Goreng Tepung, Bakso Goreng Tepung, Tahu/Tempe Goreng Tepung, Juice Sirsak, Juice Martabe, Juice Semangka + Susu, Bakso Gareng, Bakso Ayam, Mie Ayam Bakso, Nasi Merah, Udang Kelong Goreng/Tepung B (ons), Spesial Gulai Asam Sembilang (ons), Ikan Gurami Bakar/Goreng (ons), Ikan Lele Bakar/Goreng (Ekor), Kangkung Tumis Cina, Tumis Tauge Ikan Asin Tenggiri, Juice Wortel + Susu, Juice Pokat, Juice Lemon, Juice Pepaya Thailand",1775500.0,0.0,0,Joglo Sewu Roso,medan,Bakso & soto/Ayam & bebek/Aneka nasi,Menu Spesial Bakso,,98,1775500.0,0.0,Sop Bebek Paha,Sop Bebek Paha
M293,2024-07-21,"Kopi Susu Gula Aren, Sanger Espresso Dingin, Tahu Goreng Nyonya, Nasi Ayam Geprek, Kwetiau Goreng Seafood, Capuccino, Juice Jeruk, Chicken Nugget, Taiso",143000.0,0.0,0,Jp Coffee,medan,Aneka nasi/Jajanan/Minuman,Minuman,"Tahu, Bumbu Spesial, Cabai Kecap",9,143000.0,0.0,Kopi Susu Gula Aren,Kopi Susu Gula Aren
M293,2024-07-28,"Nasi Goreng Seafood, Biehun Goreng Seafood, Chicken Steak + Teh Manis Dingin, Ice Coffee Milo, Blue Ocean, Juice Mangga, Bakwan Jagung, Red Velvet Milky, Strawberry Squash, Nasi Ayam Penyet, Strawberry Milkshake, Nasi Ayam Rica Rica + Teh Manis Dingin, Taiso, Sanger Espresso Panas, Kentang Goreng, Blue Mint, Pisang Goreng Crispy, Nasi Chicken Teriyaki + Teh Manis Dingin, Ifumie Gr Seafood, Matcha Milky",335500.0,0.0,0,Jp Coffee,medan,Aneka nasi/Jajanan/Minuman,Makanan,"Nasi, Udang, Cumi, Bakso Ikan",20,335500.0,0.0,Nasi Goreng Seafood,Nasi Goreng Seafood
M294,2024-07-21,"Paket Fiesta + Vit Levit, Onigiri Crab Mayo, Onigiri Ayam Geprek, Kohike Unicorn Blood, Miruku Thailand Milk Tea, Hot Drink Milo, Cold Drink Tiramisu, Cold Drink Vanilla Latte, Onigiri Spicy Chicken, Jegar Barley, Matcha Oreo, Joy Tea Sport Drink, Susu Latte, Ichiban Fruity, Miruku Ovomaltine, Miruku Strawberry Milk",326000.0,0.0,0,"K3 Mart, Ayahanda",medan,Jajanan,Paket Promo,,16,326000.0,0.0,Paket Fiesta + Vit Levit,Paket Fiesta + Vit Levit
M294,2024-07-28,"Paket Fiesta + Aqua, Double Dog, Onigiri  Spicy Tuna, Regal Chocolate, Joy Tea Rose Tea Aloevera, Ichiban Matcha, Xavier Original Cup Peachgum, Dessert Time Ximilu, Cold Drink Cappuccino, Firedog, Extra Cheddar, Onigiri Original Chicken, Onigiri Original Salmon, Onigiri Rendang Ayam, Jegar Luo Han Kuo, Jegar Jelly Chrysanthemum, Kohike Uptown Girl, Thanks A Latte Chocolate, Thanks A Latte  Matcha, Miruku Lemongrass Lime, Miruku Green Tea, Hot Drink Chococinno, Hotdog Original, Black Dog, Onigiri Samyang Original, Ichiban Choco, Kohike Cuba Blood, Kohike Fujisan Au Lait, Kohike Hanoi Au Lait, Thanks A Latte Velvet, Miruku Chrysanthemum, Cold Drink Sjora, Paket 2 Hotdog Cheddar, Longdog, Onigiri Indomie Goreng, Joy Tea Butterfly Pea Honey Lemon, Susu Sultan, Kohike Karamelo Au Lait, Kohike Mathca Au Lait, Xavier Snow White Bird Nest, Hot Drink Cappucinno, Edamame Salted, Paket Dessert Time + 1 Hotdog Original, Hotdog Mozarela, Onigiri Spicy Salmon, Onigiri Chicken Blackpepper, Onigiri Salted Egg @Gravy.Jaw, Onigiri Tamago Mayonezu, Onigiri Japanese Chicken Curry, Onigiri Mala, Jegar Chrysanthemum, Kopi Para Raja, Thanks A Latte Coffee, Xavier Peachgum Dessert, Hot Drink 3 In 1, Hot Drink Black, Paket Hotdog + Cold Drink, Mozarella Topping, Herbal Egg, Thanks A Latte Taro, Xavier Gum Creammy Dessert, Hot Drink Teh Tarik, Cold Drink Milo, Cold Drink Dark Chocolate, Edamame Original",1513300.0,0.0,0,"K3 Mart, Ayahanda",medan,Jajanan,Paket Promo,,65,1513300.0,0.0,Paket Fiesta + Aqua,Paket Fiesta + Aqua
M295,2024-07-21,"Double Dog, Onigiri Samyang Original, Onigiri Japanese Chicken Curry, Joy Tea Rose Tea Aloevera, Susu Sultan, Kohike Cuba Blood, Miruku Lemongrass Lime, Cold Drink Milo, Cold Drink Dark Chocolate, Paket Hotdog + Cold Drink, Paket Fiesta + Aqua, Onigiri Indomie Goreng, Herbal Egg, Jegar Barley, Jegar Chrysanthemum, Joy Tea Butterfly Pea Honey Lemon, Kohike Uptown Girl, Xavier Original Cup Peachgum, Miruku Strawberry Milk",432400.0,0.0,0,"K3 Mart, Sumatera",medan,Jajanan,Hotdog,,19,432400.0,0.0,Double Dog,Double Dog
